session_label,source_session_root,calibration_profile_id,calibration_profile_hash,vicon_calibration_source,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,termination_reason,termination_group,launch_speed_m_s,duration_s,x0_m,y0_m,z0_m,launch_x_offset_m,launch_y_offset_m,launch_z_offset_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,speed0_m_s,horizontal_speed0_m_s,flight_path_angle_proxy0_deg,sideslip_proxy0_deg,vicon_offset_x_m,vicon_offset_y_m,vicon_offset_z_m,x_end_m,y_end_m,z_end_m,dx_m,dy_m,dz_m,altitude_loss_m,horizontal_distance_m,glide_ratio_x_over_altloss,glide_ratio_horizontal_over_altloss,sink_rate_m_s,mean_speed_m_s,mean_forward_speed_m_s,max_abs_phi_deg,max_abs_theta_deg,max_abs_psi_deg,max_abs_p_rad_s,max_abs_q_rad_s,max_abs_r_rad_s,mean_rate_confidence,min_rate_confidence,spike_downweighted_fraction,body_rate_limited_fraction,sample_count
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,exit_gate_floor,floor,5.05574648,1.4004305,1.282377403,2.151396632,1.585956795,-0.0176225966,0.1513966324,0.03595679452,4.938562563,1.086732298,-0.1244416853,0.2612612538,-0.2022851802,-0.2812470568,2.043236396,-3.966392898,-1.189635523,5.058248017,5.056717045,1.409717904,12.41016881,4.136158795,2.411427206,0.03414746063,5.649732353,3.083027738,0.3964614743,4.367354949,0.9316311053,-1.18949532,1.18949532,4.465615945,3.671603305,3.754210604,0.8493783306,3.519678013,2.783939633,16.7942454,21.40646962,17.59434677,1.284483951,1.638691183,0.7471282628,0.95,0.95,0,0,229
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,exit_gate_floor,floor,4.994139566,1.4842162,1.273114041,2.111557714,1.721342154,-0.02688595927,0.111557714,0.1713421542,4.849403687,1.223409091,-0.2251240738,0.1339445147,0.2982640509,-0.8102319794,-2.339212512,1.746877072,-4.645805041,5.00640857,5.001344412,2.577298681,14.15914435,4.136158795,2.411427206,0.03414746063,5.706305256,3.651825586,0.3963806765,4.433191216,1.540267872,-1.324961478,1.324961478,4.693144945,3.345901968,3.542099166,0.8927011292,3.497503091,2.319895481,21.021221,23.86203418,34.31156403,1.313425815,1.430475116,0.9736267138,0.9445121951,0.5,0.01219512195,0,246
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,exit_gate_floor,floor,5.302373036,1.4844281,1.278110724,2.105657835,1.640083395,-0.02188927588,0.1056578346,0.09008339486,5.084099198,1.504847576,-0.4293241497,0.1472329078,0.6712266861,-1.095028853,6.801326949,0.6604395072,-8.43562339,5.319487767,5.302134559,4.629251195,16.48827927,4.136158795,2.411427206,0.03414746063,5.300337357,3.181433594,0.3926985862,4.022226633,1.07577576,-1.247384809,1.247384809,4.163604277,3.224527512,3.33786675,0.8403133899,3.362051694,2.430162914,31.80883246,32.25963114,15.50373926,1.934961521,1.91842857,1.095028853,0.9444672131,0.5,0.01229508197,0,244
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,exit_gate_floor,floor,5.548869107,1.4392856,1.290099128,2.180765631,1.639588914,-0.009900872194,0.1807656306,0.08958891366,5.438040071,1.095859268,-0.1874194219,0.179381679,0.07215662408,-0.1855036784,8.777355247,-1.447496389,-1.405374085,5.550523704,5.547358592,1.935021638,11.39350044,4.136158795,2.411427206,0.03414746063,6.15381408,2.603462664,0.3966145915,4.863714952,0.4226970331,-1.242974322,1.242974322,4.882048332,3.912964947,3.927714551,0.8636050567,3.761990388,3.371988322,19.40686125,24.79475059,7.887744261,1.724055248,1.338022276,0.6500019599,0.9480932203,0.5,0.004237288136,0,236
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,exit_gate_floor,floor,5.552302262,1.4259929,1.271554823,2.1786966,1.57924683,-0.02844517746,0.1786965999,0.02924683032,5.481054528,0.7525466379,-0.1184806549,-0.07903907126,-0.05691348878,-0.4401804306,2.078905545,-2.732291811,-1.581198235,5.533744017,5.532475502,1.22682947,7.817807633,4.136158795,2.411427206,0.03414746063,6.356339883,2.773446464,0.3899899268,5.08478506,0.5947498638,-1.189256903,1.189256903,5.119449825,4.275598523,4.304746779,0.8339851506,3.859670191,3.492856198,4.201570982,27.71128002,11.14323971,0.4855879983,1.562862191,0.4958998794,0.95,0.95,0,0,222
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,exit_gate_floor,floor,5.543712644,1.497133,1.289711271,2.137684572,1.617469758,-0.01028872884,0.1376845717,0.06746975787,5.280294478,1.695567206,-0.09715961764,-0.4225267907,-0.2745700324,-1.111803288,3.14469167,-5.168691294,-8.79882565,5.546701535,5.545850514,1.003681326,17.80246033,4.136158795,2.411427206,0.03414746063,6.426357407,3.433914814,0.3970576639,5.136646136,1.296230242,-1.220412094,1.220412094,5.297673675,4.20894398,4.340889197,0.8151661168,3.829722497,3.068831571,28.45705215,24.64371192,23.59268388,1.368182787,1.470781849,1.111803288,0.942173913,0.5,0.01739130435,0,230
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,exit_gate_floor,floor,5.284341681,1.4243016,1.297164266,2.062861472,1.695168494,-0.002835734058,0.06286147199,0.1451684936,4.913531562,1.829323542,0.5363301629,0.09130975971,1.145190657,-0.7657278304,-0.2299085606,10.86221022,-9.911950444,5.270376369,5.243016024,-5.840710228,20.42046002,4.136158795,2.411427206,0.03414746063,4.393916526,3.041089501,0.389947909,3.09675226,0.9782280291,-1.305220585,1.305220585,3.247584431,2.372589198,2.488149873,0.9163933991,3.017755778,1.781890797,13.82689635,39.17954682,31.98376824,0.9029919255,2.026448791,0.7718457073,0.9400881057,0.5,0.02202643172,0.004405286344,227
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,exit_gate_floor,floor,5.498303201,1.4785759,1.284433828,2.022665121,1.68073574,-0.01556617221,0.02266512093,0.1307357403,5.493042209,-0.3902356204,0.08871619181,0.3341159531,0.1323899289,0.6384368875,4.072388218,2.620627467,10.8001922,5.507600849,5.506886285,-0.9229578076,-4.063568443,4.136158795,2.411427206,0.03414746063,5.327935859,1.574932484,0.3909209357,4.043502031,-0.4477326371,-1.289814805,1.289814805,4.068214988,3.134947759,3.15410784,0.8723358771,3.360093643,2.596539605,40.22259236,30.26114126,12.1373305,2.475313033,1.383837791,1.096743314,0.9254201681,0.5,0.05462184874,0.03781512605,238
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,exit_gate_floor,floor,6.263175422,1.6547334,1.279150577,2.025478087,1.599978968,-0.0208494227,0.02547808695,0.04997896806,6.253436566,0.5118647061,0.2697596107,0.4922571159,0.9116734051,0.2006820789,0.4978040208,2.246343711,0.5711993253,6.280146862,6.274350513,-2.461860273,4.679419207,4.136158795,2.411427206,0.03414746063,6.114386348,2.322287279,0.3742602034,4.83523577,0.2968091925,-1.225718765,1.225718765,4.844336967,3.944816633,3.952241825,0.740734891,3.474513446,2.859752047,18.06957107,33.38435621,14.48619354,1.198759693,1.628125873,0.6102396571,0.9172413793,0.5,0.07279693487,0.02298850575,261
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,exit_gate_floor,floor,5.702525917,1.4588349,1.27907402,2.112197877,1.570081474,-0.02092597982,0.1121978773,0.02008147373,5.636640069,0.7496944838,0.4584440571,-0.07562709601,0.6591895935,-0.2274682168,2.687893656,2.066972851,-3.357562787,5.704728218,5.686277612,-4.609380736,7.576090851,4.136158795,2.411427206,0.03414746063,5.623290254,2.114424284,0.3878465478,4.344216234,0.002226406245,-1.182234926,1.182234926,4.344216804,3.674579509,3.674579992,0.8103966569,3.446095738,3.005267067,17.86763081,31.03815733,13.70642713,2.30761788,1.517833934,0.5320839898,0.9340707965,0.5,0.03539823009,0.01769911504,226
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,exit_gate_floor,floor,5.810431603,1.4625234,1.265291351,2.163065367,1.636062493,-0.03470864935,0.163065367,0.0860624928,5.619604115,1.447708155,0.1310302742,-0.4464127899,0.05978493277,-1.628535073,1.754794165,-1.921324891,-7.077232485,5.804565293,5.803086188,-1.293485225,14.44627657,4.136158795,2.411427206,0.03414746063,6.016507279,3.595568139,0.390434416,4.751215929,1.432502772,-1.245628077,1.245628077,4.962470856,3.814313451,3.983910565,0.8516978783,3.848384429,2.859744142,26.30093263,32.13704254,26.89795391,1.74516231,2.013152208,1.628535073,0.9422746781,0.5,0.01716738197,0,233
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,exit_gate_floor,floor,4.278651236,1.2308217,1.242954097,2.140464519,1.767765775,-0.05704590312,0.1404645189,0.217765775,3.642759225,2.202832901,0.2920701058,0.04667733947,0.5947655496,-1.210196687,-0.368165442,12.76799616,-16.26936117,4.267021503,4.257013926,-3.924864033,31.16200304,4.136158795,2.411427206,0.03414746063,3.821516539,3.698243022,0.3903901226,2.578562442,1.557778503,-1.377375652,1.377375652,3.012583299,1.872083653,2.187190759,1.11907001,3.00671827,0.8293830618,10.2850133,31.85647568,57.26545817,0.3301936848,1.829914532,1.210196687,0.95,0.95,0,0,191
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,exit_gate_floor,floor,5.12650773,1.3246412,1.270658215,2.157144457,1.5246064,-0.02934178547,0.1571444569,-0.02539359955,4.910615239,1.433260964,0.2546672286,-0.4557101692,0.2931256669,-0.7344185682,-2.678962679,-3.164798804,-10.09830247,5.121838968,5.115503789,-2.850026415,16.2709376,4.136158795,2.411427206,0.03414746063,5.688318759,3.316263755,0.3900421293,4.417660544,1.159119298,-1.134564271,1.134564271,4.567196321,3.893706735,4.025506917,0.8565068573,3.709681346,2.868487475,19.84959832,23.57444495,29.20663312,1.14545343,1.419608511,0.7344185682,0.9437209302,0.5,0.01395348837,0,215
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,exit_gate_floor,floor,5.909486543,1.486635,1.335766158,2.040251753,1.647334035,0.03576615846,0.04025175314,0.09733403505,5.865945528,0.7058527215,0.08270525444,0.001546287236,0.3773395905,-0.8667204193,3.532323663,2.844945475,-6.961698575,5.908839578,5.908260742,-0.8019877171,6.861445548,4.136158795,2.411427206,0.03414746063,6.031497849,2.13326131,0.3883602523,4.695731691,0.09300955706,-1.258973783,1.258973783,4.696652732,3.729808956,3.730540538,0.8468613902,3.449664027,2.961765453,33.45891055,32.07340192,10.04773682,1.453034312,1.668015261,1.232777529,0.9401315789,0.5,0.02192982456,0.004385964912,228
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,exit_gate_floor,floor,5.824020663,1.4801292,1.283103943,2.138499254,1.571275891,-0.01689605722,0.1384992542,0.02127589132,5.756423139,0.8088386202,0.295494397,-0.2333989493,0.3583714071,-0.1826355962,0.1431096311,-0.8085060243,-4.901809302,5.820476287,5.812970606,-2.910047604,7.998302701,4.136158795,2.411427206,0.03414746063,6.054290131,2.347460029,0.3966070514,4.771186188,0.2089607746,-1.17466884,1.17466884,4.775759861,4.061728741,4.065622326,0.7936258807,3.653817391,3.238850727,13.16312566,29.59148307,10.79833952,1.537984327,1.611993918,0.3849470236,0.9424686192,0.5,0.01673640167,0.004184100418,239
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,exit_gate_floor,floor,6.24371375,1.5835711,1.290970936,2.063036854,1.520728462,-0.009029063814,0.06303685358,-0.02927153765,6.199900542,0.7655162348,0.05876163261,-0.1957278549,0.6371679206,-0.1894464967,-0.1603751901,-0.6679397799,-4.890767404,6.24725818,6.246981818,-0.5389313353,7.038818393,4.136158795,2.411427206,0.03414746063,6.506641816,2.055865858,0.3836549376,5.21567088,-0.007170996021,-1.137073525,1.137073525,5.21567581,4.586924915,4.58692925,0.7180438723,3.766710703,3.270649504,24.18288648,31.19415969,14.56314809,2.898048778,1.67019818,0.676605142,0.9379770992,0.5,0.02671755725,0.003816793893,262
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,exit_gate_floor,floor,5.762682732,1.4493969,1.419269163,2.138084663,1.559203349,0.1192691633,0.1380846628,0.009203348632,5.527383466,1.576028076,0.2721586403,-0.2600128393,0.2175161596,-0.2573419644,-1.709149485,-1.363598545,-9.626468031,5.754120506,5.747680617,-2.710989691,15.91449072,4.136158795,2.411427206,0.03414746063,6.244855167,2.669454797,0.3981257032,4.825586004,0.5313701347,-1.161077645,1.161077645,4.854753804,4.156126873,4.181248191,0.8010763963,3.515014734,2.987920604,14.52931141,27.04440882,15.28369613,1.931181458,1.53471281,0.4376326806,0.9217277487,0.5,0.06282722513,0,191
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,exit_gate_floor,floor,5.640478633,1.4736096,1.294554189,2.157051042,1.620440392,-0.005445811255,0.1570510419,0.07044039214,5.42550613,1.52679036,0.1838940985,-0.1630248062,0.7997087664,-0.02650489037,4.721349335,5.602919798,-8.763839285,5.639239542,5.636240375,-1.8687314,15.71711989,4.136158795,2.411427206,0.03414746063,5.401309687,2.465155471,0.397418818,4.106755499,0.3081044287,-1.223021574,1.223021574,4.118296865,3.357876579,3.367313343,0.8299495159,3.341181042,2.807217925,6.138638615,32.78084491,8.921191915,0.9965780263,1.805326732,0.4271674037,0.922107438,0.5,0.06198347107,0.04132231405,242
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,exit_gate_front_wall,front_wall,5.875191481,1.4222646,1.313169932,2.035619694,1.572355932,0.01316993181,0.03561969382,0.0223559317,5.643958553,1.648888702,-0.411273735,-0.1751325002,-0.004060786147,-0.773710355,1.037264585,-6.63996328,-12.77636802,5.894255525,5.879889634,4.001084101,16.28578131,4.136158795,2.411427206,0.03414746063,6.602847967,2.637144206,0.7280549488,5.289678036,0.6015245117,-0.8443009829,0.8443009829,5.323769854,6.26515679,6.30553554,0.5936314402,3.977491954,3.497160398,26.12071445,27.12744798,17.22208487,1.745048951,1.520916184,0.773710355,0.9397727273,0.5,0.02272727273,0,220
20260602_231554,04_Flight_Test/05_Results/cal/n30/20260602_231554,,,,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,exit_gate_floor,floor,5.556713637,1.4276458,1.286708037,2.040137192,1.649452152,-0.01329196271,0.04013719241,0.09945215158,5.396995884,1.113670807,0.6119696874,-0.2572189175,0.7383199095,-0.2974545724,2.325868882,10.07428018,-9.217890273,5.544577002,5.510701156,-6.336797965,11.65934346,4.136158795,2.411427206,0.03414746063,4.604510367,2.261054089,0.3893027702,3.31780233,0.2209168965,-1.260149381,1.260149381,3.325149106,2.632864309,2.638694392,0.8826764884,3.115559241,2.129567481,16.25569809,35.9161723,12.73877253,1.430730229,2.254266151,0.4970622003,0.95,0.95,0,0,216
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,exit_gate_floor,floor,4.657976146,1.0822502,1.248514459,2.12067046,1.442349325,-0.0514855415,0.1206704595,-0.107650675,4.331429774,1.683418274,0.4033580285,-0.5916876406,0.2783062614,-0.8578048971,-0.637777965,-5.086558547,-16.3310964,4.664534132,4.647061542,-4.960755275,21.23870828,4.152039683,2.461843554,0.03420135379,4.843657986,3.125291161,0.3927941719,3.595143528,1.004620702,-1.049555153,1.049555153,3.732870175,3.425397434,3.556621264,0.969789752,3.730793447,2.83670602,18.21844088,19.89647213,19.95018382,1.591379203,1.446924871,0.8578048971,0.95,0.95,0,0,170
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,exit_gate_floor,floor,4.637540552,1.1385988,1.282419316,2.040891736,1.479950106,-0.0175806837,0.0408917355,-0.07004989364,4.589359399,0.6226423874,0.3052329553,-0.2698530317,-0.168013863,0.007753475554,-2.118223017,-6.950302658,-4.148907231,4.641451324,4.631404025,-3.770628822,7.726194493,4.152039683,2.461843554,0.03420135379,5.365923541,2.391235445,0.393870529,4.083504225,0.3503437092,-1.086079577,1.086079577,4.098505516,3.759857298,3.77366963,0.9538738117,3.80775306,3.516295481,5.743571106,12.41626229,9.892019375,0.9704305797,1.23714092,0.2520791894,0.95,0.95,0,0,185
