Variable,Value
htail tip LE y (m),0.08920342353460955
htail tip LE z (m),0.0
vtail root LE x (m),0.7717801277954696
vtail root LE y (m),0.0
vtail root LE z (m),0.0
vtail tip LE x (m),0.7717801277954696
vtail tip LE y (m),0.0
vtail tip LE z (m),0.0677824264146713
aero_F_g[0],-0.09968772864393802
aero_F_g[1],-1.6427414402616732e-18
aero_F_g[2],1.933514829369654
aero_M_g[0],-8.192865265399014e-17
aero_M_g[1],2.2831888289720492e-14
aero_M_g[2],-2.781845244806068e-17
aero_F_b,0.09968772864393802
aero_F_w,-0.23757808191180857
aero_M_b,8.192865265399014e-17
aero_M_w,8.551459592356331e-17
aero_L,1.9214509865280602
aero_Y,-1.6427414402616732e-18
aero_D,0.23757808191180857
aero_l_b,8.192865265399014e-17
aero_m_b,2.2831888289720492e-14
aero_n_b,2.781845244806068e-17
aero_CL,1.0407669024462844
aero_CY,-8.898019945804752e-19
aero_CD,0.12868577243662713
aero_Cl,5.4688002259853413e-17
aero_Cm,8.799732308183184e-14
aero_Cn,1.8569029772407396e-17
wing_components_comp1_L (N),1.854331488203392
wing_components_comp1_D (N),0.06870129053957613
wing_components_comp1_Y (N),1.214306433183765e-17
wing_components_comp1_l_b,8.326672684688674e-17
wing_components_comp1_m_b,0.05210876439358686
wing_components_comp1_n_b,1.734723475976807e-17
wing_components_comp1_span_eff (m),0.8109404162444613
wing_components_comp1_oswald,0.7998638959219753
wing_components_comp2_L (N),0.0651878443255308
wing_components_comp2_D (N),0.028270843863855085
wing_components_comp2_Y (N),0.0
wing_components_comp2_l_b,-8.944667923005412e-19
wing_components_comp2_m_b,-0.051336539469018096
wing_components_comp2_n_b,2.236166980751353e-19
wing_components_comp2_span_eff (m),0.1784068470692191
wing_components_comp2_oswald,0.8106853777008906
wing_components_comp3_L (N),2.710505431213761e-20
wing_components_comp3_D (N),0.0011184998030663263
wing_components_comp3_Y (N),-1.3785805772099323e-17
wing_components_comp3_l_b,-4.161356364208345e-19
wing_components_comp3_m_b,-0.00011092542837305311
wing_components_comp3_n_b,1.0233328316149877e-17
wing_components_comp3_span_eff (m),0.0677824264146713
wing_components_comp3_oswald,0.8232692748986458
fuselage_components_comp1_L (N),0.001931653999137287
fuselage_components_comp1_D (N),0.0014797302260770653
fuselage_components_comp1_Y (N),0.0
fuselage_components_comp1_l_b,-2.7471764175216734e-20
fuselage_components_comp1_m_b,-0.0006612994961728788
fuselage_components_comp1_n_b,1.427267406759412e-20
fuselage_components_comp1_span_eff (m),0.004055451774444796
fuselage_components_comp1_oswald,0.95
aero_D_profile,0.09957036443257461
aero_D_induced,0.13800771747923396
aero_CLa,4.021942757649293
aero_CDa,0.7196226212826305
aero_CYa,2.7850888028968383e-22
aero_Cla,5.286877008665689e-13
aero_Cma,-0.16087767217851412
aero_Cna,-2.325967398586828e-13
aero_x_np,0.03846422338667357
aero_CLb,-5.438646727552807e-06
aero_CDb,-6.658968308846092e-07
aero_CYb,0.13966291357017932
aero_Clb,-0.02499999015796307
aero_Cmb,6.799741356075048e-07
aero_Cnb,0.03217912956944434
aero_x_np_lateral,-0.15412267398597426
aero_CLp,-0.00824421885603499
aero_CDp,-0.001687347274764717
aero_CYp,-0.07811761689330377
aero_Clp,-0.6462573293282363
aero_Cmp,-0.0012145764903962566
aero_Cnp,-0.2729271052282198
aero_CLq,0.7477096696717478
aero_CDq,1.2618303165779776
aero_CYq,-5.6596643242545156e-15
aero_Clq,-5.102221748878642e-14
aero_Cmq,-16.673666357141737
aero_Cnq,-1.1559311168721075e-14
aero_CLr,-0.0001276918786263792
aero_CDr,-3.21477403031345e-05
aero_CYr,0.1128903331499223
aero_Clr,0.2225041885750886
aero_Cmr,-0.00022919048278171567
aero_Cnr,-0.07231340751734523
