Metric,Value,Unit
static_margin,0.07874238171062337,MAC fraction
tail_volume_horizontal,0.5575928363956614,-
tail_volume_vertical,0.029999990035644783,-
roll_rate_ss_radps,5.581594005268187,rad/s
roll_rate_ss_turn_radps,2.9196030181402826,rad/s
roll_tau_turn_s,0.038794566518394365,s
delta_a_turn_eff_deg,25.5,deg
bank_entry_phi_capture_proxy_deg,26.967629925362086,deg
bank_entry_margin_deg,-22.995991296780538,deg
bank_entry_phi_raw_deg,27.004008703219462,deg
bank_entry_phi_achieved_deg,27.004008703219462,deg
nominal_Cl_delta_a_fd,-0.8109972055775594,1/rad
turn_Cl_delta_a_fd,-0.8109972055775594,1/rad
roll_accel0_rad_s2,233.7979534907353,rad/s^2
roll_tau_s,0.023873579395934992,s
wing_tip_deflection_proxy_m,0.00898735983864525,m
wing_tip_deflection_proxy_allow_m,0.030000000299963584,m
wing_tip_deflection_proxy_semispan_fraction,0.02396629266342017,-
wing_tip_deflection_proxy_over_allow,0.2995786582927521,-
wing_struct_semispan_m,0.38078498326454197,m
wing_struct_half_load_n,0.6362686703350285,N
wing_struct_line_load_n_m,1.6709395020785127,N/m
wing_struct_E_pa,1500000.0,Pa
wing_struct_EI_Nm2,0.46667253051886415,N*m^2
wing_struct_thickness_m,0.006,m
htail_tip_deflection_proxy_m,0.0024182620843487476,m
htail_tip_deflection_proxy_allow_m,0.01496188600291419,m
htail_tip_deflection_proxy_semispan_fraction,0.012930252690751593,-
htail_tip_deflection_proxy_over_allow,0.16162815863439492,-
htail_struct_semispan_m,0.1870235750364274,m
htail_struct_half_load_n,0.15906716758375714,N
htail_struct_line_load_n_m,0.8505193398895029,N/m
htail_struct_E_pa,1000000.0,Pa
htail_struct_EI_Nm2,0.05378686818858265,N*m^2
htail_struct_thickness_m,0.003,m
objective_struct_deflection_proxy_penalty,7.203225866916093,-
objective_htail_deflection_proxy_penalty,0.5690445746791635,-
objective_roll_tau_penalty,0.07783818884242569,-
max_servo_utilization,0.0058435888072340516,fraction
J_sink,0.6849821864803664,-
J_mass,0.10337642355983659,-
J_trim,0.0033387833417340964,-
J_wing_deflection,7.203225866916093,-
J_htail_deflection,0.5690445746791635,-
J_roll_tau,0.07783818884242569,-
J_total,8.641806023819619,-
objective_term_J_sink_value,0.6849821864803664,-
objective_term_J_sink_weight,1.0,-
objective_term_J_sink_pct_total,7.926377710774037,%
objective_term_J_mass_value,0.10337642355983659,-
objective_term_J_mass_weight,0.07969296261459534,-
objective_term_J_mass_pct_total,1.196236333873934,%
objective_term_J_trim_value,0.0033387833417340964,-
objective_term_J_trim_weight,68.02461780006593,-
objective_term_J_trim_pct_total,0.038635249767598655,%
objective_term_J_wing_deflection_value,7.203225866916093,-
objective_term_J_wing_deflection_weight,11.62825144079468,-
objective_term_J_wing_deflection_pct_total,83.35324638231485,%
objective_term_J_htail_deflection_value,0.5690445746791635,-
objective_term_J_htail_deflection_weight,0.38799078052718766,-
objective_term_J_htail_deflection_pct_total,6.584787637106087,%
objective_term_J_roll_tau_value,0.07783818884242569,-
objective_term_J_roll_tau_weight,1.467194524883676,-
objective_term_J_roll_tau_pct_total,0.9007166861634988,%
objective_term_J_total_value,8.641806023819619,-
objective_term_J_total_weight,,-
objective_term_J_total_pct_total,100.0,%
objective_weight_w_sink,1.0,-
objective_weight_w_mass,0.07969296261459534,-
objective_weight_w_trim_effort,68.02461780006593,-
objective_weight_w_wing_deflection,11.62825144079468,-
objective_weight_w_htail_deflection,0.38799078052718766,-
objective_weight_w_roll_tau,1.467194524883676,-
objective_scale_sink_mps,1.0,-
objective_scale_mass_kg,0.1,-
objective_scale_trim_deg,10.0,-
objective_scale_roll_tau_s,0.45,-
design_var_bound_hits_count,2,-
design_var_bound_hits,wing_span_m:upper; tail_arm_m:lower,-
