cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_left,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,rejected,mild_coordinated_turn_left,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_right,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,local_robustness_shell,rejected,mild_coordinated_turn_right,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,accepted,recovery,0.0,-0.1801656922586421,0.1390899723600001,4.657720522554182,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000000,fg_20260522_four_fan_branch_W1_000000__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,failed,recovery,0.0,-0.5143609529080164,-0.0326720146308275,8.177610213738184,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,rejected,recovery,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__recovery,four_fan_branch,W0,nominal,local_robustness_shell,rejected,recovery,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000014,fg_20260522_four_fan_branch_W1_000014__W1__energy_retaining_bank,four_fan_branch,W1,nominal,diagnostic_broad_only,rejected,energy_retaining_bank,0.0,0.0,1.43793273486,6.83473583609,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__energy_retaining_bank,four_fan_branch,W1,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__energy_retaining_bank,four_fan_branch,W1,nominal,local_robustness_shell,rejected,energy_retaining_bank,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=glide|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000014,fg_20260522_four_fan_branch_W1_000014__W1__glide,four_fan_branch,W1,nominal,diagnostic_broad_only,rejected,glide,0.0,0.0,1.43793273486,6.83473583609,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=glide|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__glide,four_fan_branch,W1,nominal,launch_gate_main,rejected,glide,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=glide|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__glide,four_fan_branch,W1,nominal,local_robustness_shell,rejected,glide,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__lift_dwell_arc,four_fan_branch,W1,nominal,launch_gate_main,rejected,lift_dwell_arc,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__lift_dwell_arc,four_fan_branch,W1,nominal,local_robustness_shell,rejected,lift_dwell_arc,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__lift_entry,four_fan_branch,W1,nominal,launch_gate_main,rejected,lift_entry,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__lift_entry,four_fan_branch,W1,nominal,local_robustness_shell,rejected,lift_entry,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,launch_gate_main,rejected,mild_coordinated_turn_left,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__mild_coordinated_turn_left,four_fan_branch,W1,nominal,local_robustness_shell,rejected,mild_coordinated_turn_left,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,launch_gate_main,rejected,mild_coordinated_turn_right,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__mild_coordinated_turn_right,four_fan_branch,W1,nominal,local_robustness_shell,rejected,mild_coordinated_turn_right,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,0.0329987371756832,0.1390899723600001,4.35904624174364,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000000,fg_20260522_four_fan_branch_W1_000000__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,failed,recovery,0.0,-0.1262714428137741,-0.0697112055551655,7.547454315123913,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000009,fg_20260522_four_fan_branch_W1_000009__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,rejected,recovery,0.0,0.0,0.18634862389,5.22363997295,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W1__recovery,four_fan_branch,W1,nominal,local_robustness_shell,rejected,recovery,0.0,0.0,0.11957783136,5.16759580354,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000014,fg_20260521_single_fan_branch_W1_000014__W0__energy_retaining_bank,single_fan_branch,W0,nominal,diagnostic_broad_only,rejected,energy_retaining_bank,0.0,0.0,0.4288637051899999,7.44733620116,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__energy_retaining_bank,single_fan_branch,W0,nominal,launch_gate_main,rejected,energy_retaining_bank,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=energy_retaining_bank|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000013,fg_20260521_single_fan_branch_W1_000013__W0__energy_retaining_bank,single_fan_branch,W0,nominal,local_robustness_shell,rejected,energy_retaining_bank,0.0,0.0,0.3116234843800001,6.05152559825,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=glide|latency_case=nominal|entry_source=diagnostic_broad_only|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000014,fg_20260521_single_fan_branch_W1_000014__W0__glide,single_fan_branch,W0,nominal,diagnostic_broad_only,rejected,glide,0.0,0.0,0.4288637051899999,7.44733620116,primitive_entry_check_failed,diagnostic_only,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=glide|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__glide,single_fan_branch,W0,nominal,launch_gate_main,rejected,glide,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=glide|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000013,fg_20260521_single_fan_branch_W1_000013__W0__glide,single_fan_branch,W0,nominal,local_robustness_shell,failed,glide,0.0,-0.270633663266512,-0.0510716184088701,5.826851962599548,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=glide|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000010,fg_20260521_single_fan_branch_W1_000010__W0__glide,single_fan_branch,W0,nominal,local_robustness_shell,rejected,glide,0.0,0.0,0.2409323116299999,7.75435509564,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__lift_dwell_arc,single_fan_branch,W0,nominal,launch_gate_main,rejected,lift_dwell_arc,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000013,fg_20260521_single_fan_branch_W1_000013__W0__lift_dwell_arc,single_fan_branch,W0,nominal,local_robustness_shell,rejected,lift_dwell_arc,0.0,0.0,0.3116234843800001,6.05152559825,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__lift_entry,single_fan_branch,W0,nominal,launch_gate_main,rejected,lift_entry,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=failed|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000013,fg_20260521_single_fan_branch_W1_000013__W0__lift_entry,single_fan_branch,W0,nominal,local_robustness_shell,failed,lift_entry,0.0,-0.270633663266512,-0.0510716184088701,5.826851962599548,true_safety_violation,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000010,fg_20260521_single_fan_branch_W1_000010__W0__lift_entry,single_fan_branch,W0,nominal,local_robustness_shell,rejected,lift_entry,0.0,0.0,0.2409323116299999,7.75435509564,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__mild_coordinated_turn_left,single_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_left,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000013,fg_20260521_single_fan_branch_W1_000013__W0__mild_coordinated_turn_left,single_fan_branch,W0,nominal,local_robustness_shell,rejected,mild_coordinated_turn_left,0.0,0.0,0.3116234843800001,6.05152559825,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=single_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260521_single_fan_branch_W1_000009,fg_20260521_single_fan_branch_W1_000009__W0__mild_coordinated_turn_right,single_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_right,0.0,0.0,0.14256448689,6.04198185334,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
