blocker_id,source_run_id,source_file,blocker_scope,family,target_heading_deg,direction_sign,start_condition,updraft_config,wind_fidelity,objective,evidence_status,failure_label,active_limiting_mechanism,claim_implication,recommended_next_stage
evidence_002_00025,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,mild_bank,,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00026,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,mild_bank,,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00027,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,mild_bank,,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00028,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,mild_bank,,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00029,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,mild_bank,,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00030,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00031,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,favourable,U1_single_fan,W1,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00032,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00033,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00034,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00035,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00036,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00037,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00038,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00039,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,15.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00040,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00041,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,favourable,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00042,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00043,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00044,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00045,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00046,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00047,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00048,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00049,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,canyon_steep_bank,30.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00050,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00051,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,favourable,U1_single_fan,W1,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00052,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00053,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00054,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00055,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00056,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00057,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00058,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00059,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,15.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00060,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00061,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,favourable,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00062,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00063,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00064,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00065,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00066,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00067,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00068,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00069,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,wingover_lite,30.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00070,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00072,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00073,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00074,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,target_miss,turn_authority_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00075,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00076,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00077,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00078,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00079,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,15.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00080,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,favourable,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00081,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,favourable,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00082,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,favourable,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00083,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,favourable,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00084,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,favourable,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00085,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,mid_arena,none,W0,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00086,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,mid_arena,U1_single_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00087,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,mid_arena,U1_single_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00088,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,mid_arena,U4_four_fan,W1,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
evidence_002_00089,002,03_Control/05_Results/09_primitive_library/002/metrics/primitive_evidence_library_s002.csv,primitive_evidence,bank_yaw_energy_retaining,30.0,1,mid_arena,U4_four_fan,W2,primitive_archive_baseline,evaluated,true_safety_violation,safety_limited,limits baseline primitive envelope claim,stage2_expand_archive
higher_target_003_00000,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,45.0,not_evaluated,none,none,none,widening_versus_growth_question,defer_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",30_deg_uncovered_region_is_boundary_or_entry_envelope_limited_not_library_growth,baseline cannot support full target ladder or growth decision,stage2_expand_archive
higher_target_003_00001,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,60.0,not_evaluated,none,none,none,widening_versus_growth_question,defer_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",30_deg_uncovered_region_is_boundary_or_entry_envelope_limited_not_library_growth,baseline cannot support full target ladder or growth decision,stage2_expand_archive
higher_target_003_00002,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,90.0,not_evaluated,none,none,none,widening_versus_growth_question,not_requested_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",targets_above_60_deg_are_not_next_step_without_specific_coverage_evidence,baseline cannot support full target ladder or growth decision,stage2_expand_archive
higher_target_003_00003,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,120.0,not_evaluated,none,none,none,widening_versus_growth_question,not_requested_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",targets_above_60_deg_are_not_next_step_without_specific_coverage_evidence,baseline cannot support full target ladder or growth decision,stage2_expand_archive
higher_target_003_00004,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,150.0,not_evaluated,none,none,none,widening_versus_growth_question,not_requested_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",targets_above_60_deg_are_not_next_step_without_specific_coverage_evidence,baseline cannot support full target ladder or growth decision,stage2_expand_archive
higher_target_003_00005,003,03_Control/05_Results/09_primitive_library/003/metrics/higher_target_growth_request_s003.csv,higher_target_request,none,180.0,not_evaluated,none,none,none,widening_versus_growth_question,not_requested_boundary_only,"boundary_or_true_safety_limited_not_commandable,entry_clearance_or_footprint_limited_not_library_growth",targets_above_60_deg_are_not_next_step_without_specific_coverage_evidence,baseline cannot support full target ladder or growth decision,stage2_expand_archive
shortlist_003_00000,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,canyon_steep_bank,15.0,1,favourable,U1_single_fan,W1,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00001,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,wingover_lite,15.0,1,favourable,U1_single_fan,W1,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00002,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,bank_yaw_energy_retaining,15.0,1,favourable,U1_single_fan,W1,selected_w3_planning,selected_for_w3_stress,success,none,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00003,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,bank_yaw_energy_retaining,15.0,1,favourable,U1_single_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00004,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,canyon_steep_bank,15.0,1,favourable,U1_single_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00005,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,wingover_lite,15.0,1,favourable,U1_single_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00006,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,bank_yaw_energy_retaining,15.0,1,favourable,U4_four_fan,W1,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00007,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,canyon_steep_bank,15.0,1,favourable,U4_four_fan,W1,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00008,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,wingover_lite,15.0,1,favourable,U4_four_fan,W1,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00009,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,bank_yaw_energy_retaining,15.0,1,favourable,U4_four_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00010,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,canyon_steep_bank,15.0,1,favourable,U4_four_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00011,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,wingover_lite,15.0,1,favourable,U4_four_fan,W2,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
shortlist_003_00012,003,03_Control/05_Results/09_primitive_library/003/metrics/candidate_shortlist_s003.csv,shortlist_selection,bank_yaw_energy_retaining,15.0,1,favourable,none,W0,selected_w3_planning,needs_seed_refinement,target_miss,turn_authority_limited,baseline shortlist is narrow and planning-only for excluded rows,stage3_archive_selection
